promise_id,promise_text,category,evidence_googlenews,news_sources
A11,"To abolish corruption in public works and to create a transparent tender systems in PWD, Rural Development, Irrigation, Urban Development and Power sector by enacting a special law to punish the perpetrators of corruption.",Public Works:,"['Belagavi to have two solid waste management facilities: PWD Minister Satish Jarkiholi - The Hindu. Belagavi to have two solid waste management facilities: PWD Minister Satish Jarkiholi&nbsp;&nbsp;The Hindu', 'Karnataka govt engineer refuses to open dooras anti-corruption sleuths came knocking - The Times of India. Karnataka govt engineer refuses to open dooras anti-corruption sleuths came knocking&nbsp;&nbsp;The Times of India', 'Did Cisco get a sweet deal? Karnataka government backs KSWAN tender - The New Indian Express. Did Cisco get a sweet deal? Karnataka government backs KSWAN tender&nbsp;&nbsp;The New Indian Express', 'Karnataka’s Major eGovernance Initiatives - Elets Technomedia. Karnataka’s Major eGovernance Initiatives&nbsp;&nbsp;Elets Technomedia', 'RGRHCL: Benefits, eligibility, beneficiary status 2025 check online - Housing. RGRHCL: Benefits, eligibility, beneficiary status 2025 check online&nbsp;&nbsp;Housing', ""'E-office' software to come into effect from October 1 at BDA - The Hans India. 'E-office' software to come into effect from October 1 at BDA&nbsp;&nbsp;The Hans India"", 'Karnataka Congress releases manifesto — from welfare schemes for women and farmers to salaries and pensions - CNBC TV18. Karnataka Congress releases manifesto — from welfare schemes for women and farmers to salaries and pensions&nbsp;&nbsp;CNBC TV18', 'Poor funding, inadequate training affect Modi govt’s One Stop Centre scheme - The News Minute. Poor funding, inadequate training affect Modi govt’s One Stop Centre scheme&nbsp;&nbsp;The News Minute', 'HC directs govt to develop unified and tech-driven platform for solid waste management in Bengaluru - The Hindu. HC directs govt to develop unified and tech-driven platform for solid waste management in Bengaluru&nbsp;&nbsp;The Hindu', 'Government plans to link Nirman 2.0 with Sakala - The Times of India. Government plans to link Nirman 2.0 with Sakala&nbsp;&nbsp;The Times of India']","['The Hindu', 'The Times of India', 'The New Indian Express', 'Elets Technomedia', 'Housing', 'The Hans India', 'CNBC TV18', 'The News Minute', 'The Hindu', 'The Times of India']"
A12,"To ensure that the works begin within 90 days of the issue of the work order, get the work completed within the time specified in the contract and settle the bills of the contractors within the time-frame of contractual agreement.",Public Works:,"['Contractors association issues 60-day ultimatum to govt to clear Rs 20,000cr bills - The Times of India. Contractors association issues 60-day ultimatum to govt to clear Rs 20,000cr bills&nbsp;&nbsp;The Times of India', 'Maharashtra: On strike for five days, contractors may opt for legal remedy against govt - The Indian Express. Maharashtra: On strike for five days, contractors may opt for legal remedy against govt&nbsp;&nbsp;The Indian Express', 'Clear 37K-cr dues or we’ll strike work, warn contractors - The Times of India. Clear 37K-cr dues or we’ll strike work, warn contractors&nbsp;&nbsp;The Times of India', 'Karnataka: Contractors up in arms against state govt over corruption, commission and non-payment of bills - Organiser. Karnataka: Contractors up in arms against state govt over corruption, commission and non-payment of bills&nbsp;&nbsp;Organiser', 'Contractor Dues Karnataka: Govt Mulls One-Time Settlement of Rs 32,000 Crore - Deccan Herald. Contractor Dues Karnataka: Govt Mulls One-Time Settlement of Rs 32,000 Crore&nbsp;&nbsp;Deccan Herald', 'State govt. will provide work worth ₹4,000 crore to benefit small contractors, promises CM - The Hindu. State govt. will provide work worth ₹4,000 crore to benefit small contractors, promises CM&nbsp;&nbsp;The Hindu', 'Contractors threaten to stop work over Rs 33k-cr dues; CM dares them to move court - The Times of India. Contractors threaten to stop work over Rs 33k-cr dues; CM dares them to move court&nbsp;&nbsp;The Times of India', ""'Stop work if you want, govt will pay as per budget', govt to K'taka contractors - The Hans India. 'Stop work if you want, govt will pay as per budget', govt to K'taka contractors&nbsp;&nbsp;The Hans India"", 'Karnataka Contractors: Meeting with CM Siddaramaiah Planned - Deccan Herald. Karnataka Contractors: Meeting with CM Siddaramaiah Planned&nbsp;&nbsp;Deccan Herald', 'Summary of Landmark Judgments on Government Contracts and Tenders by the Supreme Court in 2024 - SCC Online. Summary of Landmark Judgments on Government Contracts and Tenders by the Supreme Court in 2024&nbsp;&nbsp;SCC Online']","['The Times of India', 'The Indian Express', 'The Times of India', 'Organiser', 'Deccan Herald', 'The Hindu', 'The Times of India', 'The Hans India', 'Deccan Herald', 'SCC Online']"
A14,To provide special allowance of Rs 5000 per month to police officials on night duty and one month's extra pay per year.,Police,"['Bengaluru: Over 16k cops physically unfit, dept to intervene - The Siasat Daily. Bengaluru: Over 16k cops physically unfit, dept to intervene&nbsp;&nbsp;The Siasat Daily', 'State allocates Rs 56k cr for guarantee schemes in 2024-25 budget - The Times of India. State allocates Rs 56k cr for guarantee schemes in 2024-25 budget&nbsp;&nbsp;The Times of India', '2025 New Year Celebration | Party Hours, Traffic Restrictions, Police Advisories In Major Cities - All You Need To Know - ETV Bharat. 2025 New Year Celebration | Party Hours, Traffic Restrictions, Police Advisories In Major Cities - All You Need To Know&nbsp;&nbsp;ETV Bharat', 'Frontline forest staff seek better pay scales - The New Indian Express. Frontline forest staff seek better pay scales&nbsp;&nbsp;The New Indian Express', 'Karnataka budget 2025: CM Siddaramaiah allocates Rs 42,018 crore for SC/ST welfare - The News Minute. Karnataka budget 2025: CM Siddaramaiah allocates Rs 42,018 crore for SC/ST welfare&nbsp;&nbsp;The News Minute', 'Karnataka Budget 2025: Key takeaways - Deccan Herald. Karnataka Budget 2025: Key takeaways&nbsp;&nbsp;Deccan Herald', 'Karnataka receives ₹7,559 crore for rail projects in 2024-25 Union Budget - The Hindu. Karnataka receives ₹7,559 crore for rail projects in 2024-25 Union Budget&nbsp;&nbsp;The Hindu', '11 Richest States Allocate 4% Of Budget For Justice Delivery - Indiaspend. 11 Richest States Allocate 4% Of Budget For Justice Delivery&nbsp;&nbsp;Indiaspend', 'Karnataka’s 2.5 lakh vacancies expose fiscal strain, legal hurdles and rising youth anger - The New Indian Express. Karnataka’s 2.5 lakh vacancies expose fiscal strain, legal hurdles and rising youth anger&nbsp;&nbsp;The New Indian Express', 'Union Budget 2025: A big push for border infrastructure and management - The Hindu. Union Budget 2025: A big push for border infrastructure and management&nbsp;&nbsp;The Hindu']","['The Siasat Daily', 'The Times of India', 'ETV Bharat', 'The New Indian Express', 'The News Minute', 'Deccan Herald', 'The Hindu', 'Indiaspend', 'The New Indian Express', 'The Hindu']"
A13,To increase recruitment of women in Police Force to 33% of the total strength with at least 1% reservation for Gender Minorities.,Police,"['Goa Police approves 33% quota for women in force - The Times of India. Goa Police approves 33% quota for women in force&nbsp;&nbsp;The Times of India', 'Police Force sans Diversity: Poor rep of SCs, STs, Women, OBCs, Muslims Invisibilized - SabrangIndia. Police Force sans Diversity: Poor rep of SCs, STs, Women, OBCs, Muslims Invisibilized&nbsp;&nbsp;SabrangIndia', 'Police department launches self-defense training for girls ahead of International Women’s Day - The Hindu. Police department launches self-defense training for girls ahead of International Women’s Day&nbsp;&nbsp;The Hindu', 'Karnataka reserves 33% government contract jobs for women - The Times of India. Karnataka reserves 33% government contract jobs for women&nbsp;&nbsp;The Times of India', '33% Karnataka govt jobs reserved for women - The Times of India. 33% Karnataka govt jobs reserved for women&nbsp;&nbsp;The Times of India', 'Women in police: Bihar leads, Bengal one of the lowest among large states - Business Standard. Women in police: Bihar leads, Bengal one of the lowest among large states&nbsp;&nbsp;Business Standard', 'Karnataka police grapple with slow progress in gender representation: Research - The Times of India. Karnataka police grapple with slow progress in gender representation: Research&nbsp;&nbsp;The Times of India', 'Calcutta High Court directs govt to implement horizontal reservation for transgender persons - The Leaflet. Calcutta High Court directs govt to implement horizontal reservation for transgender persons&nbsp;&nbsp;The Leaflet', 'In south, Karnataka has lowest number of women cops - The Times of India. In south, Karnataka has lowest number of women cops&nbsp;&nbsp;The Times of India', 'Karnataka Gender Minorities Survey Report: 10,365 Transgenders Identified, Here Are Some Key Recommendations - ETV Bharat. Karnataka Gender Minorities Survey Report: 10,365 Transgenders Identified, Here Are Some Key Recommendations&nbsp;&nbsp;ETV Bharat']","['The Times of India', 'SabrangIndia', 'The Hindu', 'The Times of India', 'The Times of India', 'Business Standard', 'The Times of India', 'The Leaflet', 'The Times of India', 'ETV Bharat']"
A15,To provide housing to all the police personnel within five years.,Police,"['Government will provide residential quarters to 1 lakh police personnel, says Karnataka Home Minister - The Hindu. Government will provide residential quarters to 1 lakh police personnel, says Karnataka Home Minister&nbsp;&nbsp;The Hindu', 'Plantation Directorate to implement housing scheme for workers - The Hindu. Plantation Directorate to implement housing scheme for workers&nbsp;&nbsp;The Hindu', 'KSP Recruitment 2020: Karnataka Police application process for 2672 vacancies to start from May 18 - The Times of India. KSP Recruitment 2020: Karnataka Police application process for 2672 vacancies to start from May 18&nbsp;&nbsp;The Times of India', 'Government to build 5 lakh houses for poor in the State, says Housing Minister Somanna - The Hindu. Government to build 5 lakh houses for poor in the State, says Housing Minister Somanna&nbsp;&nbsp;The Hindu', 'As 10,796 remain untraced, Karnataka High Court directs police to effectively implement SOP for handling complaints of missing persons - The Hindu. As 10,796 remain untraced, Karnataka High Court directs police to effectively implement SOP for handling complaints of missing persons&nbsp;&nbsp;The Hindu', '‘State govt. aims to increase representation of women in police force to 25%’ - The Hindu. ‘State govt. aims to increase representation of women in police force to 25%’&nbsp;&nbsp;The Hindu', 'MPSC Group B Recruitment 2024 for 480 posts of Tax Inspector, Police SI and ASO: Direct link to apply her - The Times of India. MPSC Group B Recruitment 2024 for 480 posts of Tax Inspector, Police SI and ASO: Direct link to apply her&nbsp;&nbsp;The Times of India', 'Kerala Budget 2025: housing a major thrust area with new cooperative housing project for middle class - The Hindu. Kerala Budget 2025: housing a major thrust area with new cooperative housing project for middle class&nbsp;&nbsp;The Hindu', 'DDA Premium Housing Scheme 2025: Eligibility, categories, documents required, auction rules and how to ap - The Times of India. DDA Premium Housing Scheme 2025: Eligibility, categories, documents required, auction rules and how to ap&nbsp;&nbsp;The Times of India', 'Delhi Development Authority launches Apna Ghar Awaas Yojana 2025, offering 7,500 flats - The Times of India. Delhi Development Authority launches Apna Ghar Awaas Yojana 2025, offering 7,500 flats&nbsp;&nbsp;The Times of India']","['The Hindu', 'The Hindu', 'The Times of India', 'The Hindu', 'The Hindu', 'The Hindu', 'The Times of India', 'The Hindu', 'The Times of India', 'The Times of India']"
A16,To establish a seed fund of Rs.200 crores to create infrastructure in Cyber Crimes and financial investigations.,Police,"['Criminal Investigation Department finds Rs 100-crore transactions in mule account scam - The Times of India. Criminal Investigation Department finds Rs 100-crore transactions in mule account scam&nbsp;&nbsp;The Times of India', 'Karnataka earmarks over ₹100 cr. to implement Cyber Security Policy - The Hindu. Karnataka earmarks over ₹100 cr. to implement Cyber Security Policy&nbsp;&nbsp;The Hindu', 'Home min: K’taka lost Rs 861 Cr to cybercrooks until July 2025 - The Times of India. Home min: K’taka lost Rs 861 Cr to cybercrooks until July 2025&nbsp;&nbsp;The Times of India', 'Karnataka High Court directs State government to set up cyber investigation bureau or give life to cyber command centre with expert investigating officers - The Hindu. Karnataka High Court directs State government to set up cyber investigation bureau or give life to cyber command centre with expert investigating officers&nbsp;&nbsp;The Hindu', 'Think before you click: Calls to cybercrime helpline 1930 surge to 24 lakh in Karnataka in 4 years - The Times of India. Think before you click: Calls to cybercrime helpline 1930 surge to 24 lakh in Karnataka in 4 years&nbsp;&nbsp;The Times of India', 'Karnataka CM Siddaramaiah gives capital boost for urban infrastructure upgrade - The Times of India. Karnataka CM Siddaramaiah gives capital boost for urban infrastructure upgrade&nbsp;&nbsp;The Times of India', 'Modern cybercrime police stations to be set up in every district in AP - The Times of India. Modern cybercrime police stations to be set up in every district in AP&nbsp;&nbsp;The Times of India', 'Highlights Of Karnataka Budget 2023 - Oneindia. Highlights Of Karnataka Budget 2023&nbsp;&nbsp;Oneindia', 'Karnataka accounted for 9% of India’s ransomware cases in 2025-26, finds report - The Hindu. Karnataka accounted for 9% of India’s ransomware cases in 2025-26, finds report&nbsp;&nbsp;The Hindu', 'Karnataka to set up 300-acre data centre park at Tavarekere in 18 months - The Hindu. Karnataka to set up 300-acre data centre park at Tavarekere in 18 months&nbsp;&nbsp;The Hindu']","['The Times of India', 'The Hindu', 'The Times of India', 'The Hindu', 'The Times of India', 'The Times of India', 'The Times of India', 'Oneindia', 'The Hindu', 'The Hindu']"
A17,To set up a dedicated fund of Rs 2000 crore to modernise all the existing courts of the state.,LAW AND JUSTICE -- All are equal before law.,"['Amrit Bharat Station Yojna: List Of Stations To Be Developed Under Rs 25,000 Crore Modernisation Project - India.Com. Amrit Bharat Station Yojna: List Of Stations To Be Developed Under Rs 25,000 Crore Modernisation Project&nbsp;&nbsp;India.Com', 'In Punjab’s budget, supplementary demands of over Rs 25,000 crore made during FY 2024-25 - The Times of India. In Punjab’s budget, supplementary demands of over Rs 25,000 crore made during FY 2024-25&nbsp;&nbsp;The Times of India', 'A.P CM Jagan Mohan Reddy launches Nadu-Nedu, a whopping ₹ 15,337-crore govt. hospitals revamp scheme - The Hindu. A.P CM Jagan Mohan Reddy launches Nadu-Nedu, a whopping ₹ 15,337-crore govt. hospitals revamp scheme&nbsp;&nbsp;The Hindu', 'Congress leader Haji Mudassar Patel thanks CM Eknath Shinde for granting Rs 10 lakh to each madrassa for - The Times of India. Congress leader Haji Mudassar Patel thanks CM Eknath Shinde for granting Rs 10 lakh to each madrassa for&nbsp;&nbsp;The Times of India', '11 Richest States Allocate 4% Of Budget For Justice Delivery - Indiaspend. 11 Richest States Allocate 4% Of Budget For Justice Delivery&nbsp;&nbsp;Indiaspend', 'Amrit Bharat Station scheme: Here is the list of stations, facilities to be developed under Rs 25,000 cror - The Economic Times. Amrit Bharat Station scheme: Here is the list of stations, facilities to be developed under Rs 25,000 cror&nbsp;&nbsp;The Economic Times', 'K’taka govt launches pilot project to make courts paperless - The Times of India. K’taka govt launches pilot project to make courts paperless&nbsp;&nbsp;The Times of India', 'E-Courts Mission Mode Project - PIB. E-Courts Mission Mode Project&nbsp;&nbsp;PIB', 'Special team formed to secure central funds for irrigation projects - The Times of India. Special team formed to secure central funds for irrigation projects&nbsp;&nbsp;The Times of India', 'Karnataka Budget | CM Siddaramaiah awaits central clearance, funds for irrigation projects - Deccan Herald. Karnataka Budget | CM Siddaramaiah awaits central clearance, funds for irrigation projects&nbsp;&nbsp;Deccan Herald']","['India.Com', 'The Times of India', 'The Hindu', 'The Times of India', 'Indiaspend', 'The Economic Times', 'The Times of India', 'PIB', 'The Times of India', 'Deccan Herald']"
A18,To reduce registration fee concerning Gift & Will on landed property within the family .,LAW AND JUSTICE -- All are equal before law.,"['T.N. Budget 2025: Registration fee reduced by 1% for immovable assets under women’s name - The Hindu. T.N. Budget 2025: Registration fee reduced by 1% for immovable assets under women’s name&nbsp;&nbsp;The Hindu', 'All about gift deed stamp duty and registration charges in India 2025 - Housing. All about gift deed stamp duty and registration charges in India 2025&nbsp;&nbsp;Housing', 'Mixed reaction to slashing of registration fee, reversal of guideline value - The Hindu. Mixed reaction to slashing of registration fee, reversal of guideline value&nbsp;&nbsp;The Hindu', 'What is Maharashtra’s ‘One State, One Registration’ policy, aimed at easing property registration - The Indian Express. What is Maharashtra’s ‘One State, One Registration’ policy, aimed at easing property registration&nbsp;&nbsp;The Indian Express', 'Guideline value revision annuls gain of registration fee cut - The Times of India. Guideline value revision annuls gain of registration fee cut&nbsp;&nbsp;The Times of India', 'Stamp duty sop for property transfer through gift deeds - The Times of India. Stamp duty sop for property transfer through gift deeds&nbsp;&nbsp;The Times of India', 'Stamp duty in Kerala: Know land registration charges in 2025 - Housing. Stamp duty in Kerala: Know land registration charges in 2025&nbsp;&nbsp;Housing', 'Karnataka Introduces Automatic Property Mutation To Speed Up Land Transactions - News18. Karnataka Introduces Automatic Property Mutation To Speed Up Land Transactions&nbsp;&nbsp;News18', 'UP Govt Likely to Extend Rs 5,000 Stamp Duty Facility To Industrial & Commercial Properties - KNN India. UP Govt Likely to Extend Rs 5,000 Stamp Duty Facility To Industrial & Commercial Properties&nbsp;&nbsp;KNN India', 'Karnataka Introduces Automatic Property Mutation System to Speed Up Land Transactions - Adda247. Karnataka Introduces Automatic Property Mutation System to Speed Up Land Transactions&nbsp;&nbsp;Adda247']","['The Hindu', 'Housing', 'The Hindu', 'The Indian Express', 'The Times of India', 'The Times of India', 'Housing', 'News18', 'KNN India', 'Adda247']"
A20,To set up high-speed WiFi hotspots in every Panchayath.,Regional and Rural Development,"['TRAI seeks to limit cost of setting up Wi-Fi hotspots - The Hindu. TRAI seeks to limit cost of setting up Wi-Fi hotspots&nbsp;&nbsp;The Hindu', 'Tamil Nadu CM launches free Amma Wi-Fi hotspots - The Times of India. Tamil Nadu CM launches free Amma Wi-Fi hotspots&nbsp;&nbsp;The Times of India', 'PM-WANI to allow local shops to become Wi-Fi providers in Coimbatore - The Hindu. PM-WANI to allow local shops to become Wi-Fi providers in Coimbatore&nbsp;&nbsp;The Hindu', '13 tourist spots to get free Wi-Fi connectivity - The Times of India. 13 tourist spots to get free Wi-Fi connectivity&nbsp;&nbsp;The Times of India', 'Under the PM-WANI scheme, the Government of India is not offering or installing free Wi-Fi - FACTLY. Under the PM-WANI scheme, the Government of India is not offering or installing free Wi-Fi&nbsp;&nbsp;FACTLY', 'Free WiFi service down for over a year in Delhi; govt working on new plan - The Indian Express. Free WiFi service down for over a year in Delhi; govt working on new plan&nbsp;&nbsp;The Indian Express', 'Prime Minister Wi-Fi Access Network Interface Scheme (PM-WANI) - Vajiram & Ravi. Prime Minister Wi-Fi Access Network Interface Scheme (PM-WANI)&nbsp;&nbsp;Vajiram & Ravi', 'What is Wi-Fi Choupal? - The Indian Express. What is Wi-Fi Choupal?&nbsp;&nbsp;The Indian Express', 'Disconnected, govt.’s free WiFi scheme unlikely to reboot anytime soon - The Hindu. Disconnected, govt.’s free WiFi scheme unlikely to reboot anytime soon&nbsp;&nbsp;The Hindu', 'Upload regulatory approval details for wireless devices, govt. tells e-com platforms - The Hindu. Upload regulatory approval details for wireless devices, govt. tells e-com platforms&nbsp;&nbsp;The Hindu']","['The Hindu', 'The Times of India', 'The Hindu', 'The Times of India', 'FACTLY', 'The Indian Express', 'Vajiram & Ravi', 'The Indian Express', 'The Hindu', 'The Hindu']"
A19,"The Congress Party is committed to take firm and decisive action against individuals and organisations spreading hatred amongst communities on grounds of caste or religion. We believe that law and Constitution is sacrosanct and can not be violated by individuals and Organisations like Bajrang Dal, PFI or others promoting enmity or hatred, whether among majority or minority communities. We will take decisive action as per law including imposing a ban on any such organisations. Regional and Rural Development",LAW AND JUSTICE -- All are equal before law.,"['Hatred fuelled on basis of caste and religion, claims Congress after Dalit woman’s killing in U.P. - The Hindu. Hatred fuelled on basis of caste and religion, claims Congress after Dalit woman’s killing in U.P.&nbsp;&nbsp;The Hindu', 'Karnataka Assembly Elections 2023 | Congress releases manifesto, promises to repeal ‘anti-people laws’ passed by BJP - The Hindu. Karnataka Assembly Elections 2023 | Congress releases manifesto, promises to repeal ‘anti-people laws’ passed by BJP&nbsp;&nbsp;The Hindu', 'BJP warns Congress govt. will collapse if it bans RSS and Bajrang Dal - The Hindu. BJP warns Congress govt. will collapse if it bans RSS and Bajrang Dal&nbsp;&nbsp;The Hindu', 'Karnataka Congress likens Bajrang Dal to PFI, proposes ban - The Times of India. Karnataka Congress likens Bajrang Dal to PFI, proposes ban&nbsp;&nbsp;The Times of India', 'Bajrang Dal ban: Congress leaders sing different tune in Karnataka - The Times of India. Bajrang Dal ban: Congress leaders sing different tune in Karnataka&nbsp;&nbsp;The Times of India', 'Congress vows Hanuman temples, says no Bajrang Dal ban plan - The Times of India. Congress vows Hanuman temples, says no Bajrang Dal ban plan&nbsp;&nbsp;The Times of India', 'Karnataka State Budget 2025: Congress prioritizes minority appeasement and freebies over state development, BJP labels as halal or modern muslim league budget - HinduPost. Karnataka State Budget 2025: Congress prioritizes minority appeasement and freebies over state development, BJP labels as halal or modern muslim league budget&nbsp;&nbsp;HinduPost', 'Karnataka elections: Congress assurance on banning Bajrang Dal will boomerang on party, say BJP leaders - The Hindu. Karnataka elections: Congress assurance on banning Bajrang Dal will boomerang on party, say BJP leaders&nbsp;&nbsp;The Hindu', ""'Brahmastra against opposition': Karnataka assembly passes anti-hate speech bill; BJP cries suppression o - The Times of India. 'Brahmastra against opposition': Karnataka assembly passes anti-hate speech bill; BJP cries suppression o&nbsp;&nbsp;The Times of India"", 'PFI-like ban on Bajrang Dal in Cong’s manifesto | India News - Hindustan Times. PFI-like ban on Bajrang Dal in Cong’s manifesto | India News&nbsp;&nbsp;Hindustan Times']","['The Hindu', 'The Hindu', 'The Hindu', 'The Times of India', 'The Times of India', 'The Times of India', 'HinduPost', 'The Hindu', 'The Times of India', 'Hindustan Times']"
A21,"Mahatma Gandhi Gram Swaraj Scheme - To invest Rs. 50 thousand crores in five years to improve facilities in villages, to provide clean drinking water, sanitation, basic education, health and all weather roads.",Regional and Rural Development,"['Union Budget 2026: Mahatma Gandhi Khadi Swaraj Scheme to be launched for handicrafts; 200 industrial corridor - India.Com. Union Budget 2026: Mahatma Gandhi Khadi Swaraj Scheme to be launched for handicrafts; 200 industrial corridor&nbsp;&nbsp;India.Com', 'Gandhi’s Gram Swaraj Ideal and the Limits of Decentralisation - Vajiram & Ravi. Gandhi’s Gram Swaraj Ideal and the Limits of Decentralisation&nbsp;&nbsp;Vajiram & Ravi', 'New scheme named after Mahatma Gandhi in Budget 2026 amid MGNREGA repeal row — this one focused on khadi | India News - Hindustan Times. New scheme named after Mahatma Gandhi in Budget 2026 amid MGNREGA repeal row — this one focused on khadi | India News&nbsp;&nbsp;Hindustan Times', 'Gandhi’s khadi to Modi’s ‘no matter the colour of investment’: A new shade of Swadeshi - The Indian Express. Gandhi’s khadi to Modi’s ‘no matter the colour of investment’: A new shade of Swadeshi&nbsp;&nbsp;The Indian Express', 'Gandhi Bharata logo unveiled in Belagavi - The Hindu. Gandhi Bharata logo unveiled in Belagavi&nbsp;&nbsp;The Hindu', 'MGNREGA row: Siddaramaiah slams Centre over VB-G RAM-G scheme rollout - Deccan Herald. MGNREGA row: Siddaramaiah slams Centre over VB-G RAM-G scheme rollout&nbsp;&nbsp;Deccan Herald', 'Union Budget 2026: Will bolster India’s global image as attractive investment destination, says Amit Shah - The Hindu. Union Budget 2026: Will bolster India’s global image as attractive investment destination, says Amit Shah&nbsp;&nbsp;The Hindu', 'Governor says effective implementation of education, farming, employment schemes crucial for rural development - The Hindu. Governor says effective implementation of education, farming, employment schemes crucial for rural development&nbsp;&nbsp;The Hindu', 'Budget 2026: Labour-intensive textile sector sees almost 25% jump in funds allocation - The Hindu. Budget 2026: Labour-intensive textile sector sees almost 25% jump in funds allocation&nbsp;&nbsp;The Hindu', 'Karnataka launches software for better management of funds and projects - The Hindu. Karnataka launches software for better management of funds and projects&nbsp;&nbsp;The Hindu']","['India.Com', 'Vajiram & Ravi', 'Hindustan Times', 'The Indian Express', 'The Hindu', 'Deccan Herald', 'The Hindu', 'The Hindu', 'The Hindu', 'The Hindu']"
