promise_id,promise_text,category,prs_evidences_acts,prs_evidences_bills
P218,"To provide Rs 5,000 honorarium per month to all senior priests [above 60 years of age] of temples, mosques, churches, and other religious institutions after they reach the age of sixty, “Archaka Gowrava Nidhi Scheme.",Temples and Pilgrim Centres:,"['Establish the Provident or Pension Fund', 'Establish a permanent statutory endowment fund', 'Establish the Fund of the Authority', 'Establish Sri Renuka Yellamma Temple Development Authority', 'Provide reservations for Kannadigas in education and employment']","['Revise tax structure for salary or wage earners with monthly income above Rs. 25,000', 'Enable appointment of Group-A Senior Scale Officer of Hindu Religious Institutions and Endowment Department as Secretary of Authorities', 'Increase tax rate for salary or wage earners with monthly income above Rs. 25,000', 'Establish a recurring expenditure of Rupees twelve lakhs seventy two thousand per annum', 'Mandate 17.15% of government construction works under Rs. 1 crore to be tendered among Scheduled Castes']"
P219,"To increase the allowances to Rs.5,000/- per month for meeting the expenditure on Poojadravya and honorarium for small rural temples, and to bring temples of gramadevatas under the purview of Muzarai.",Temples and Pilgrim Centres:,"['Increase reservation percentage for Scheduled Castes to 17% and for Scheduled Tribes to 7%', 'Establish a permanent statutory endowment fund', 'Establish a fund for the Authority and grant powers to raise finances and borrow', 'Establish the Fund of the Authority', 'Create a fund for the development of tourism in the region']","['Establish a recurring expenditure of Rupees twelve lakhs seventy two thousand per annum', 'Increase sumptuary allowance for Chief Minister, Ministers, Ministers of State, and Deputy Ministers', 'Increase the threshold for procurement of goods and services from Rs.1.00 crore to Rs.2.00 crores', 'Increase maximum fine to five lakh rupees', 'Increase fine for moving antiquities in contravention of a notification from Rs. 500 to Rs. 1 lakh']"
P220,"To provide a grant of up to Rs.20,000 to all Grama Devathe and Theru Habba Festivals celebrated at the village level.",Temples and Pilgrim Centres:,"['Create a fund for the development of the area', 'Create a fund for the development of tourism in the region', 'Establish a fund for the development of the Kshetra', ""Establish a fund for the development authority's operations and projects"", 'Establish the Basavanabagewadi Development Authority']","['Increase the threshold for procurement of goods and services from Rs.1.00 crore to Rs.2.00 crores', 'Mandate 6.95% of government construction works under Rs. 1 crore to be tendered among Scheduled Tribes', 'Mandate 17.15% of government construction works under Rs. 1 crore to be tendered among Scheduled Castes', 'Establish the Karnataka Devadasi (Prevention, Prohibition, Relief, and Rehabilitation) Act, 2025', 'Grant power to Rajya Dharmika Parishat to appoint Chairman of Committee of Management']"
P221,"To reserve Rs.5,000 Crores every year for the infrastructure development of Kalyana Karnataka.",Kalyana Karnataka,"['Create a fund for the development of the area', 'Establish Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Board', ""Establish a fund for the development authority's operations and projects"", 'Establish Shree Chamundeshwari Kshetra Development Authority', 'Establish the Basavanabagewadi Development Authority']","['Allow other means of resource mobilization for Karnataka State Road Safety Fund', 'Mandate 6.95% of government construction works under Rs. 1 crore to be tendered among Scheduled Tribes', 'Mandate 4% of government construction works under Rs. 1 crore to be tendered among backward castes', 'Mandate 17.15% of government construction works under Rs. 1 crore to be tendered among Scheduled Castes', 'Mandate 15% of government construction works under Rs. 1 crore to be tendered among backward castes (Category II(A))']"
P222,To establish a textile park at Bellary with an investment of rs. 5000 Cr.,Kalyana Karnataka,"['Establish Special Investment Regions for large-scale industrial development', 'Create a fund for the development of the area', 'Allocate premises in Special Investment Regions for industrial and commercial activities', 'Establish the Karnataka Sheep and Wool Development Corporation Ltd.', ""Establish a fund for the development authority's operations and projects""]","['Transfer administrative control from Bellary District to Vijayanagara District', 'Establish the Karnataka Sheep and Wool Development Corporation Ltd.', 'Establish a recurring expenditure of Rupees twelve lakhs seventy two thousand per annum', 'Establish the Karavali Development Board', 'Establish District Level Monitoring Committee to review and promote tourism trade']"
P223,To provide special package for de-silting of Tungabhadra Dam,Kalyana Karnataka,"['Provide for the inspection and regulation of Ropeways', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Amend Karnataka Civil Engineers Act, 1946', 'Establish Karnataka Professional Civil Engineers Council', 'Provide reservation for Particularly Vulnerable Tribal Groups (PVTGs), Manual scavengers, SafaiKarmacharis, Devadasis, Nomads, semi-nomads etc.']","['Establish a permit system for groundwater extraction in notified and non-notified areas', 'Regulate groundwater extraction within 500 meters of lift irrigation schemes', 'Exempt certain categories of consumers from obtaining permits for groundwater extraction', 'Introduce charges for commercial, industrial, mining, and infrastructure projects extracting groundwater', 'Authorize the Ground Water Authority to issue guidelines for regulating groundwater extraction']"
P224,To grant ®1 crore to every gram panchayat for taking up development projects,Kalyana Karnataka,"[""Establish a fund for the development authority's operations and projects"", 'Constitute an Implementation Committee to oversee development projects', 'Create a fund for the development of the area', 'Establish the Basavanabagewadi Development Authority', 'Establish Shree Ghati Subramanya Kshetra Development Authority']","['Mandate 17.15% of government construction works under Rs. 1 crore to be tendered among Scheduled Castes', 'Mandate 4% of government construction works under Rs. 1 crore to be tendered among backward castes', 'Mandate 15% of government construction works under Rs. 1 crore to be tendered among backward castes (Category II(A))', 'Mandate 6.95% of government construction works under Rs. 1 crore to be tendered among Scheduled Tribes', 'Establish a commission for Panchayat Raj delimitation']"
P225,To establish minimum 100 PUC and one Women's Degree College in 41 assembly constituencies in Kalyana Karnataka.,Kalyana Karnataka,"['Establish a private university in the State of Karnataka', 'Establish a private university in the state of Karnataka', 'Establish Karnataka Professional Civil Engineers Council', 'Establish Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Board', ""Empower the Government of Karnataka to appoint a date for the Act's commencement""]","['Establish a new private university in Karnataka', 'Establish the Karnataka Council of Professional Civil Engineers', 'Replace the Karnataka Compulsory Service by Candidates Completed Medical Courses (Amendment) Ordinance, 2023', 'Include Members of the Karnataka Legislative Council in the Bayaluseeme Development Board', 'Include members of the Karnataka Legislative Council in the Malnad Area Development Board']"
P226,To fill up of all vacancies including back log vacancies in Kalayana Karnataka Region within a year of forming the Government by Congress Party.,Kalyana Karnataka,"[""Empower the Government of Karnataka to appoint a date for the Act's commencement"", 'Establish Karnataka Professional Civil Engineers Council', 'Establish Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Board', 'Empower the State Government to utilize any part of the land described in Schedule I of the Bangalore Palace (Acquisition and Transfer) Act, 1996', 'Establish the Karnataka Sheep and Wool Development Corporation Ltd.']","['Insert priority for filling rural vacancies', 'Include members of the Karnataka Legislative Council in the Malnad Area Development Board', 'Include members of Karnataka Legislative Council as Ex-officio members in the Basavanabagewadi Development Authority', 'Establish a new hierarchical structure for the Karnataka Land Revenue Department', 'Constitute the Karnataka State Commission for the Scheduled Castes and the Scheduled Tribes with its headquarters at Bangalore']"
P227,"To establish of one Mother and Child Special Hospital, Trauma and Emergency Treatment centres in each of the 41 Assembly Constituencies.",Kalyana Karnataka,"['Establish the District Level Committee and State Level Committee', 'Establish the District Level Committee and the State Level Monitoring Committee', 'Establish the District Level committee and the State Level Monitoring Committee', 'Specify examination authorities and centers', 'Establish Shree Chamundeshwari Kshetra Development Authority']","['Establish District, State, and Taluk Committees for Vigilance and Implementation', 'Require permanent registration or renewal of private medical establishments to meet specific prerequisites', 'Establish nomination process for additional councillors', 'Specify election process for Medical Council members', 'Revise nomination process for Medical Council to prioritize women and social groups']"
P228,To build 2500 new classrooms and fill up all vacancies of teachers.,Kalyana Karnataka,"['Create a fund for the development of the area', ""Provide for the Board's accountability and transparency"", 'Constitute an Implementation Committee to oversee development projects', ""Establish a fund for the development authority's operations and projects"", 'Grant the power to the Government to issue directions to the University']","['Insert priority for filling rural vacancies', 'Introduce a fee system for building approvals and services', ""Provide funding for the Board's administrative expenses"", 'Establish a web portal for building plan submissions', 'Introduce new fees for building permits and services']"
P229,To convert the existing Kalaburagi-siraguppa-Ballary High way into 6-lane,Kalyana Karnataka,"['Amend Karnataka Civil Engineers Act, 1946', 'Grant powers to the Authority to give directions to urban transport agencies', 'Empower the Board to prepare a comprehensive plan for Karavali Area development', 'Establish Shree Renuka Yellamma Kshetra Tourism Development Board', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority']","['Replace Karnataka State Road Safety Appellate Tribunal with Karnataka State Transport Appellate Tribunal', 'Establish the Karavali Development Board', 'Increase maximum fine to five lakh rupees', 'Establish a new hierarchical structure for the Karnataka Land Revenue Department', 'Amend the Karnataka Motor Vehicles Taxation Act, 1957 to include the additional cess levy']"
P230,To give a one-time infrastructure grant of Rs 1 Crore and monthly subsidy of Rs 1 lakh to all Kannada schools in the bordering region of Maharashtra,KITTURU KARNATAKA,"['Establish a private university in the State of Karnataka', 'Establish a private university in the state of Karnataka', 'Establish Karnataka Professional Civil Engineers Council', 'Establish Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Board', 'Create a fund for the development of the area']","['Increase the threshold for procurement of goods and services from Rs.1.00 crore to Rs.2.00 crores', 'Mandate 15% of government construction works under Rs. 1 crore to be tendered among backward castes (Category II(A))', 'Specify Secretary, Kannada Development Authority as convener of State Level Committee', 'Mandate 4% of government construction works under Rs. 1 crore to be tendered among backward castes', 'Mandate 17.15% of government construction works under Rs. 1 crore to be tendered among Scheduled Castes']"
P231,To form 'Mahadayi Irrigation Development Corporation exclusively for the region.,KITTURU KARNATAKA,"['Establish the Basavanabagewadi Development Authority', 'Establish the Karnataka Sheep and Wool Development Corporation Ltd.', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Establish Shree Chamundeshwari Kshetra Development Authority', 'Establish Shree Ghati Subramanya Kshetra Development Authority']","['Establish the Basavanabagewadi Development Authority', 'Establish the Karnataka Sheep and Wool Development Corporation Ltd.', 'Specify the headquarters of the Banavasi Development Authority', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Change composition of the Banavasi Development Authority']"
P232,"To set up a 500-bed super-speciality hospitals in Karwar, Dharwad, Vijayapura and Bagalkot.",KITTURU KARNATAKA,"['Specify examination authorities and centers', 'Set up organizational structure for Special Investment Region management and development', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Establish Shree Chamundeshwari Kshetra Development Authority', 'Establish a fund for the development of the Kshetra']","['Require permanent registration for private medical establishments', 'Require permanent registration or renewal of private medical establishments to meet specific prerequisites', 'Restrict new private clinical laboratories near government hospitals', 'Establish the Karavali Development Board', 'Constitute Shree Renuka Yellamma Kshetra Tourism Development Board']"
P233,To set up one 'pulses and dal procurement centre’ in every district.,KITTURU KARNATAKA,"['Establish Karnataka Professional Civil Engineers Council', 'Set up organizational structure for Special Investment Region management and development', 'Allocate premises in Special Investment Regions for industrial and commercial activities', 'Specify examination authorities and centers', 'Specify the areas to be developed by the authority']","['Specify the allocation of procurement of goods and services to Scheduled Castes, Scheduled Tribes, and Backward Classes', 'Authorize Agricultural Produce Marketing Committees to undertake procurement operations', 'Increase the threshold for procurement of goods and services from Rs.1.00 crore to Rs.2.00 crores', 'Establish the Karnataka Council of Professional Civil Engineers', 'Establish a new hierarchical structure for the Karnataka Land Revenue Department']"
P234,"To ensure the construction of 6 lane all weather roads connecting all the districts to the Karwar port passing through Vijaypura, Bagalkot, Gadag and Dharwad and to develop Karwara as the second Major Port.",KITTURU KARNATAKA,"['Establish Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Board', 'Establish a fund for the development of the Kshetra', 'Establish Karnataka Professional Civil Engineers Council', 'Establish the Bengaluru Metropolitan Land Transport Authority', 'Provide reservation for Particularly Vulnerable Tribal Groups (PVTGs), Manual scavengers, SafaiKarmacharis, Devadasis, Nomads, semi-nomads etc.']","['Allow other means of resource mobilization for Karnataka State Road Safety Fund', 'Enhance construction works undertaken by Scheduled Castes and Scheduled Tribes', 'Replace Karnataka State Road Safety Appellate Tribunal with Karnataka State Transport Appellate Tribunal', 'Mandate 6.95% of government construction works under Rs. 1 crore to be tendered among Scheduled Tribes', 'Establish District and State-level committees for temple infrastructure development']"
P235,"To establish Brahmashri Narayana Guru Nigama and to with Rs.500 Crs. annualy and Rs. 2,500 Cr for five years",Karavali/Malnad Karnataka,"['Establish Dr. H. Narasimaiah Science, Educational, Cultural and Tourism Development Authority', 'Establish Shree Chamundeshwari Kshetra Development Authority', 'Establish Sri Renuka Yellamma Temple Development Authority', 'Establish Shree Ghati Subramanya Kshetra Development Authority', 'Establish a fund for the development of the Kshetra']","['Establish Dr. H. Narasimaiah Science, Educational, Cultural and Tourism Development Authority', 'Establish Shree Chamundeshwari Kshetra Development Authority', 'Establish Sri Renuka Yellamma Temple Development Authority', 'Establish the headquarters of the Authority at Shree Ghati Subramanya temple', 'Establish Shree Ghati Subramanya Kshetra Development Authority']"
P236,To construct “Amara Sullia Raithara Horata Bhavana” at sullia to commemorate the 1837 first freedom fight by farmers against the British by allotting land and grant of Rs.50 crores.,Karavali/Malnad Karnataka,"['Establish a fund for the development of the Kshetra', 'Establish Shree Huligemma Devi Kshetra Development Authority', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Declare the Chandraguthi Shree Renukamba temple as a tourist centre', 'Establish the Basavanabagewadi Development Authority']","['Establish the headquarters of the Authority at Shree Chamundeshwari Temple', 'Establish the headquarters of the Authority at Shree Ghati Subramanya temple', 'Protect the interests of Scheduled Castes and provide Social Justice and prevention of exploitation', 'Establish the headquarters of the Authority at Chandraguthi Shree Renukamba Temple', 'Establish Shree Huligemma Devi Kshetra Development Authority']"
P237,Reserve Rs.100 crores to solve the problems of Yellow Leaf and other deceases affecting Arecanut and to improve marketing and research in this regard.,Karavali/Malnad Karnataka,"['Create a fund for the development of the area', 'Provide reservation for Particularly Vulnerable Tribal Groups (PVTGs), Manual scavengers, SafaiKarmacharis, Devadasis, Nomads, semi-nomads etc.', 'Create a fund for the development of tourism in the region', ""Establish a fund for the development authority's operations and projects"", 'Establish a system for the maintenance of funds']","['Increase the threshold for procurement of goods and services from Rs.1.00 crore to Rs.2.00 crores', 'Mandate 6.95% of government construction works under Rs. 1 crore to be tendered among Scheduled Tribes', 'Mandate 4% of government construction works under Rs. 1 crore to be tendered among backward castes', 'Mandate 15% of government construction works under Rs. 1 crore to be tendered among backward castes (Category II(A))', 'Mandate 17.15% of government construction works under Rs. 1 crore to be tendered among Scheduled Castes']"
P238,To review Kasturi Rangan Report and to frame New Western Ghat Policy for Forest and Environmental protection.,Karavali/Malnad Karnataka,"['Establish Shree Ghati Subramanya Kshetra Development Authority', 'Empower Government to give directions and make regulations for Special Investment Regions', 'Amend Karnataka Civil Engineers Act, 1946', 'Establish the Basavanabagewadi Development Authority', 'Establish Shree Chamundeshwari Kshetra Development Authority']","['Establish Shree Ghati Subramanya Kshetra Development Authority', 'Amend the Kaginele Development Authority Act, 2009', 'Specify the powers of the Kaginele Development Authority', 'Amend the Karnataka Gram Swaraj and Panchayat Raj Act, 1993', 'Allow other means of resource mobilization for Karnataka State Road Safety Fund']"
P239,To develop a robust action plan to setup Beach Tourism in Mangalore Udupi and Karwar districts. Coastal Beach Tourism Authority.,Karavali/Malnad Karnataka,"['Empower the Board to prepare a comprehensive plan for Karavali Area development', 'Create a fund for the development of tourism in the region', 'Establish Shree Renuka Yellamma Kshetra Tourism Development Board', 'Establish Dr. H. Narasimaiah Science, Educational, Cultural and Tourism Development Authority', 'Establish the Karavali Development Board for overall development of Karavali area']","['Establish District Level Monitoring Committee to review and promote tourism trade', 'Prescribe different fees and conditions for the port of Mangalore', 'Establish Dr. H. Narasimaiah Science, Educational, Cultural and Tourism Development Authority', 'Specify proposal submission process to State Tourism Council', 'Establish the Karavali Development Board']"
P240,To make Mangaluru internationally competitive IT centre to increase employment opportunities and establish an IT Park.,Karavali/Malnad Karnataka,"['Create a fund for the development of the area', 'Establish Special Investment Regions for large-scale industrial development', 'Allocate premises in Special Investment Regions for industrial and commercial activities', 'Establish the Basavanabagewadi Development Authority', 'Establish a Board of Management and its powers']","['Establish the Karavali Development Board', 'Establish the Basavanabagewadi Development Authority', 'Prescribe different fees and conditions for the port of Mangalore', 'Establish Shree Ghati Subramanya Kshetra Development Authority', 'Establish Shree Huligemma Devi Kshetra Development Authority']"
P241,To undertake the following programmes for the overall development of fishermen community: . Insurance Cover . Interest free loan upto Rs. One lakh to all fisher-women . 50% subsidy to buy well equipped fishing boats. . Increasing the diesel quantity upto 500 litres per day. . Providing appropriate transportation from dock to Market.,Karavali/Malnad Karnataka,"['Create a fund for the development of the area', 'Establish the Karavali Development Board for overall development of Karavali area', 'Create a fund for the development of tourism in the region', 'Establish a fund for the development of the Kshetra', 'Empower the Board to prepare a comprehensive plan for Karavali Area development']","['Increase the threshold for procurement of goods and services from Rs.1.00 crore to Rs.2.00 crores', 'Mandate 15% of government construction works under Rs. 1 crore to be tendered among backward castes (Category II(A))', 'Mandate 17.15% of government construction works under Rs. 1 crore to be tendered among Scheduled Castes', 'Mandate 6.95% of government construction works under Rs. 1 crore to be tendered among Scheduled Tribes', 'Mandate 4% of government construction works under Rs. 1 crore to be tendered among backward castes']"
P242,"To upgrade the NHs through Shiradi, Charmadi and Sampaje into all whether proof 6 lane NHs connecting Mangaluru to Bengaluru and make efforts to improve the Railway Connections.",Karavali/Malnad Karnataka,"['Institute a decentralised, participative, efficient and equitable governance framework for Bengaluru', 'Establish the Bengaluru Metropolitan Land Transport Authority', 'Establish the Greater Bengaluru Authority for co-ordinating and supervising the development of the Greater Bengaluru Area', 'Integrate and streamline political accountability of all public authorities delivering services in the Greater Bengaluru Area', 'Empower the Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Board to make rules']","['Expand membership of the Greater Bengaluru Authority', 'Replace the Bruhat Bengaluru Mahanagara Palike with the Greater Bengaluru Authority in the Bengaluru Metropolitan Land Transport Authority Act, 2022', 'Insert City Corporations of Greater Bengaluru Area into the Bengaluru Metropolitan Land Transport Authority Act, 2022', 'Establish the Nrupathunga University, Bengaluru', 'Include Lok Sabha, Rajya Sabha, State Legislative Assembly and State Legislative Council members in Greater Bengaluru Authority']"
P243,To develop Sasihitlu Sea Shore as International Surfing Centre.,Karavali/Malnad Karnataka,"['Create a fund for the development of tourism in the region', 'Establish the Karavali Development Board for overall development of Karavali area', 'Empower the Board to prepare a comprehensive plan for Karavali Area development', 'Specify the areas to be developed by the authority', 'Establish the Basavanabagewadi Development Authority']","['Establish the Karavali Development Board', 'Revise the membership of the Bayaluseeme Development Board', 'Establish the Basavanabagewadi Development Authority', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority', 'Establish Shree Chamundeshwari Kshetra Development Authority']"
P244,To provide a Permanent dredging Machine to Mangaluru Fisheries Port,Karavali/Malnad Karnataka,"['Provide for attachment of property of persons involved in illegal mining', 'Establish a Licensing Authority for ropeways', 'Provide for the inspection and regulation of Ropeways', 'Establish Karnataka Professional Civil Engineers Council', 'Prohibit unauthorised construction, maintenance, etc. of Ropeways']","['Prescribe different fees and conditions for the port of Mangalore', 'Require fencing around bore-wells or tube wells during drilling, repairs, or rejuvenation', 'Establish the Karavali Development Board', 'Establish a system for the maintenance and use of ropeways', 'Introduce new procedures for water rate collection and drawal']"
P245,"To set up two Fish Processing Parks in each of the coastal districts (Uttara Kannada, Dakshina Kannada and Udupi) and to set up required number of cold storage units to store marine products.",Karavali/Malnad Karnataka,"['Exclude Uttara Kannada and Dakshina Kannada districts from the Malanad Area Development Board Act, 1991', 'Establish a private university in the State of Karnataka', 'Make Kannada the official language of Karnataka', 'Establish a mechanism to regulate and supervise the manufacture of animal feed in Karnataka', 'Set up organizational structure for Special Investment Region management and development']","['Specify Secretary, Kannada Development Authority as convener of State Level Committee', 'Establish District and Taluka Level Committees for enforcement of Kannada language', 'Establish a new hierarchical structure for the Karnataka Land Revenue Department', 'Constitute the Karnataka State Commission for the Scheduled Castes and the Scheduled Tribes with its headquarters at Bangalore', 'Appoint Director, Directorate of Kannada and Culture as Member of State Level Committee']"
P246,To construct new ring road to Mandya.,Hale Mysuru,"['Create a fund for the development of the area', 'Authorise and facilitate the construction and working of ropeways in tourism places', 'Establish Karnataka Professional Civil Engineers Council', 'Establish Shree Chamundeshwari Kshetra Development Authority', 'Establish Karnataka Motor Transport and Other Allied Workers Social Security and Welfare Board']","['Allow other means of resource mobilization for Karnataka State Road Safety Fund', 'Establish the Karavali Development Board', 'Enhance construction works undertaken by Scheduled Castes and Scheduled Tribes', 'Constitute the Nadaprabhu Kempegowda Heritage Area Development Authority', 'Establish the Nadaprabhu Kempegowda Heritage Area Development Authority as a body corporate']"
P247,To invest Rs.5000 crores for the overall development of Mysuru Karnataka.,Hale Mysuru,"['Establish a development authority for Mysuru city and adjacent areas', 'Create a fund for the development of the area', 'Establish the Karnataka Sheep and Wool Development Corporation Ltd.', 'Create a fund for the development of tourism in the region', 'Establish Special Investment Regions for large-scale industrial development']","['Establish the Mysuru Development Authority', 'Establish the Karnataka Sheep and Wool Development Corporation Ltd.', 'Mandate 4% of government construction works under Rs. 1 crore to be tendered among backward castes', 'Establish a new hierarchical structure for the Karnataka Land Revenue Department', 'Mandate 17.15% of government construction works under Rs. 1 crore to be tendered among Scheduled Castes']"
P248,To rejuvenate Mysugar Factory and to plan and establish new sugar factories in Mandya,Hale Mysuru,"['Establish the Karnataka Sheep and Wool Development Corporation Ltd.', 'Establish the Board of Governors and Board of Management', 'Establish Shree Chamundeshwari Kshetra Development Authority', 'Establish a mechanism to regulate and supervise the manufacture of animal feed in Karnataka', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority']","['Establish University of Agricultural Sciences with headquarters at V.C. Farm, Mandya', 'Establish the Mysuru Development Authority', 'Establish the Karnataka Sheep and Wool Development Corporation Ltd.', 'Establish the Karavali Development Board', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority']"
P249,To build international standard Dr. Raj Kumar Film City in Mysuru with Rs.500 Crore Budget.,Hale Mysuru,"['Establish a development authority for Mysuru city and adjacent areas', 'Create a fund for the development of the area', 'Establish Shree Chamundeshwari Kshetra Development Authority', 'Establish a fund for the development of the Kshetra', 'Create a fund for the development of tourism in the region']","['Establish the Mysuru Development Authority', 'Specify the Commissioner as the Head of Urban Development Authorities and Mysuru Development Authority', 'Mandate 6.95% of government construction works under Rs. 1 crore to be tendered among Scheduled Tribes', 'Mandate 4% of government construction works under Rs. 1 crore to be tendered among backward castes', 'Mandate 17.15% of government construction works under Rs. 1 crore to be tendered among Scheduled Castes']"
P250,"To start an exclusive Sports University in Mysuru and make it as a World-Class sports hub. And, to build an International Sports Complex in Mysuru.",Hale Mysuru,"['Establish a development authority for Mysuru city and adjacent areas', 'Create a fund for the development of the area', 'Grant the power to the Government to issue directions to the University', 'Allocate premises in Special Investment Regions for industrial and commercial activities', 'Establish Special Investment Regions for large-scale industrial development']","['Establish the Mysuru Development Authority', 'Establish Adikavi Sri Maharshi Valmiki University as an affiliating University', ""Establish the University's campus, constituent colleges, and regional centers"", 'Specify the Commissioner as the Head of Urban Development Authorities and Mysuru Development Authority', 'Establish the Maharani Cluster University']"
P251,"To enact a comprehensive legislation exclusively for the management of BBMP bringing all service providers such as Water Supply and sewage, transport, housing, power and development authorities, under a single agency",NAMMA BENGALURU,"['Grant powers to the Authority to give directions to urban transport agencies', 'Establish the Board of Management and its powers', 'Establish a Board of Management and its powers', 'Create a machinery with investigating powers to supervise the implementation of the Act', 'Establish the Regulations and Rules for the Authority']","['Prescribe rules for implementation of the Act', 'Prescribe rules for the implementation of the Act', 'Comply with modifications specified in the Central Electricity Authority (Measures relating to Safety and Electric Supply) Regulations, 2023', 'Grant the Council the power to make regulations', 'Amend the Karnataka Co-operative Societies Act, 1959']"
P252,"To construct North South, South-east long elevated flyovers with necessary wings ease the traffic.",NAMMA BENGALURU,"['Authorize the Authority to approve major Urban Transport projects', 'Prohibit unauthorised construction, maintenance, etc. of Ropeways', 'Authorise and facilitate the construction and working of ropeways in tourism places', 'Grant powers to the Authority to give directions to urban transport agencies', 'Establish the Bengaluru Metropolitan Land Transport Authority']","['Grant licences for the construction and working of ropeways', 'Permit construction of public utility activities within specified buffer zones', 'Enhance construction works undertaken by Scheduled Castes and Scheduled Tribes', 'Subject construction of high-rise buildings to National Building Code 2016', 'Levy fire cess on newly constructed multi-storied buildings']"
P253,"To get all pending metro projects completed under Phase 2, Phase 2A, Phase 2B within one year of coming to power. To strive to get approval and completion of Phase 3 and Phase 4 in the next five years and to extend Metro upon Tumkuru, Vasanta Narasapura Industrial Hub. ",NAMMA BENGALURU,"['Require the preparation of Comprehensive Mobility Plan and Sectoral Mobility Investment Program', ""Empower the Government of Karnataka to appoint a date for the Act's commencement"", 'Empower the Board to prepare a comprehensive plan for Karavali Area development', 'Exclude Uttara Kannada and Dakshina Kannada districts from the Malanad Area Development Board Act, 1991', 'Establish the Chandraguthi Shree Renukamba Kshetra Development Authority']","['Empower State Government to utilize Bangalore Palace land for infrastructure projects', 'Establish the Karnataka Council of Professional Civil Engineers', 'Amend the Karnataka Transparency in Public Procurements Act, 1999 to give effect to proposals made in the Budget Speech for the year 2025-2026', 'Repeal the Karnataka Transparency in Public Procurements (Amendment) Ordinance, 2023', 'Replace the Karnataka Transparency in Public Procurements (Amendment) Ordinance, 2023 with this Bill']"
P254,To establish Mega Bengaluru Planning Committee.,NAMMA BENGALURU,"['Establish the Greater Bengaluru Authority for co-ordinating and supervising the development of the Greater Bengaluru Area', 'Establish the Bengaluru Metropolitan Land Transport Authority', 'Establish not more than seven City Corporations in the Greater Bengaluru Area for effective, participatory and responsive governance', 'Institute a decentralised, participative, efficient and equitable governance framework for Bengaluru', 'Integrate and streamline political accountability of all public authorities delivering services in the Greater Bengaluru Area']","['Establish the Bengaluru Metropolitan Land Transport Authority with new members, including Mayors and Commissioners of City Corporations', 'Include Chief Town Planner, Greater Bengaluru Authority as a member', 'Establish the Chief Commissioner of Greater Bengaluru Authority as the Disciplinary Authority for Group A and B officers', 'Specify the headquarters of the Nadaprabhu Kempegowda Heritage Area Development Authority at Bengaluru', 'Expand membership of the Greater Bengaluru Authority']"
P255,Construction of tunnel roads in CBD area to decongest traffic on PPP Model,NAMMA BENGALURU,"['Authorize the Authority to approve major Urban Transport projects', 'Authorise and facilitate the construction and working of ropeways in tourism places', 'Amend Karnataka Civil Engineers Act, 1946', 'Establish the Bengaluru Metropolitan Land Transport Authority', 'Establish Karnataka Professional Civil Engineers Council']","['Permit construction of public utility activities within specified buffer zones', 'Allow public private partnership model for Nandi Hills Ropeway Project', 'Replace Karnataka State Road Safety Appellate Tribunal with Karnataka State Transport Appellate Tribunal', 'Allow other means of resource mobilization for Karnataka State Road Safety Fund', 'Establish the Karnataka Council of Professional Civil Engineers']"
P256,To take-up on priority suburban railway project and build proper footpaths,NAMMA BENGALURU,"['Authorize the Authority to approve major Urban Transport projects', 'Create a fund for the development of the area', 'Grant powers to the Authority to give directions to urban transport agencies', 'Constitute an Implementation Committee to oversee development projects', ""Establish a fund for the development authority's operations and projects""]","['Grant licences for the construction and working of ropeways', 'Establish a system for the maintenance and use of ropeways', 'Insert priority for filling rural vacancies', 'Mandate priority for rural area vacancies in compulsory service', 'Permit construction of public utility activities within specified buffer zones']"
P257,To bring out a new Policy to develop the residential and commercial infrastructure around the outer ring roads.,NAMMA BENGALURU,"['Create a fund for the development of the area', 'Allocate premises in Special Investment Regions for industrial and commercial activities', 'Specify the areas to be developed by the authority', 'Allow the State Government to not go ahead with infrastructure projects in whole or in part, if advised in the public interest', 'Establish a new framework for regional laws']","['Establish District and State-level committees for temple infrastructure development', 'Allow the State Government to not go ahead with infrastructure projects in whole or in part, if advised in the public interest', 'Introduce new fees for building permits and services', 'Restore land and bear expenditure if infrastructure project is not pursued', 'Establish a regulatory framework for ropeways']"
